Code du Terme;Descripteur en majuscules;Descripteur en typo riche;Champ sémantique;Synonymes;Synonymes métier;TG (Terme Générique);TS (Termes Spécifiques);TA (Termes Associés);NE (Note d’Explication);NA (Note d’Application);Note de version;ex-synonyme V-1;Code arborescence
46373;BIBLIOTHEQUE DOCUMENTATION;Bibliothèque documentation;463 INFORMATION COMMUNICATION ;bibliothèque publique###bibliothéconomie###gestion bibliothèque###gestion centre de documentation;bibliothécaire###documentaliste;Information - Communication numérique - 46354;Documentation audiovisuelle et multimédia - 46382###Ingénierie documentaire - 46345###Ludothèque - 46395;Atelier conte - 44031###Bibliothèque documentation - 46373###Littérature - 14261;;Employé pour les formations à l'organisation et à la gestion des bibliothèques et centres de documentation. Pour les formations aux techniques documentaires, employer [[INGÉNIERIE DOCUMENTAIRE]] 46345.;;;A0A1A0
46382;DOCUMENTATION AUDIOVISUELLE ET MULTIMEDIA;Documentation audiovisuelle et multimédia;463 INFORMATION COMMUNICATION ;;documentaliste audiovisuel;Bibliothèque documentation - 46373;Discothèque - 46393###Médiathèque - 46391###Photothèque - 46392;Analyse image - 46280###Documentation audiovisuelle et multimédia - 46382;;Employé pour les formations à l'organisation et aux activités des centres de documentation spécialisés dans le domaine audiovisuel et multimédia.;;;A0A1A0A0
46393;DISCOTHEQUE;Discothèque;463 INFORMATION COMMUNICATION ;;discothécaire;Documentation audiovisuelle et multimédia - 46382;;;Etablissement conservant les disques-compacts, DVD musicaux, revues et ouvrages sur la musique.;Employé pour les formations à l'organisation et aux activités des discothèques.;;;A0A1A0A0A0
46391;MEDIATHEQUE;Médiathèque;463 INFORMATION COMMUNICATION ;sonothèque###vidéothèque;médiathécaire;Documentation audiovisuelle et multimédia - 46382;;;Établissement qui conserve et met à disposition du public des collections de documents sur différents supports : papier, magnétique, électronique…;Employé pour les formations à l'organisation et aux activités d'une médiathèque.;;;A0A1A0A0A1
46392;PHOTOTHEQUE;Photothèque;463 INFORMATION COMMUNICATION ;banque images###documentation iconographique###indexation image###photothèque numérique;iconographe###photothécaire;Documentation audiovisuelle et multimédia - 46382;;Acquisition traitement image - 46006###Photographie - 46278###Photothèque - 46392;;Employé pour les formations à l'organisation et aux activités des photothèques.;;;A0A1A0A0A2
46345;INGENIERIE DOCUMENTAIRE;Ingénierie documentaire;463 INFORMATION COMMUNICATION ;dossier documentaire###indexation documentaire###langage RAMEAU###langage documentaire###panorama presse###qualité système documentaire###revue presse###synthèse documentaire###taggage###tagging###technique documentaire###thesaurus;;Bibliothèque documentation - 46373;Archivage - 46385###Gestion contenu entreprise - 46349###Informatique documentaire - 46371###Marketing documentaire - 46362###Recherche documentaire - 46346###Réseau documentaire - 46363;;;Employé pour les formations aux techniques documentaires : analyse, indexation, diffusion de l'information.;;;A0A1A0A1
46385;ARCHIVAGE;Archivage;463 INFORMATION COMMUNICATION ;archive audiovisuelle###archive internet###archive numérique###archive sonore###archives###microcopie###microfiche###microforme###record management;archiviste###record manager;Ingénierie documentaire - 46345;Archivage dématérialisation - 46396;Archivage - 46385###Classement - 35091;Ensemble des opérations et techniques de collecte, conservation, recherche et diffusion de documents d'archives.;;;;A0A1A0A1A0
46396;ARCHIVAGE DEMATERIALISATION;Archivage dématérialisation;463 INFORMATION COMMUNICATION ;dématérialisation facture;;Archivage - 46385;Numérisation données - 46390;Archivage dématérialisation - 46396###Dématérialisation marché public - 13210###Informatisation des processus - 31085;;Employé pour les formations à l'archivage et la dématérialisation de tout type de documents.;;;A0A1A0A1A0A0
46390;NUMERISATION DONNEES;Numérisation données;463 INFORMATION COMMUNICATION ;numérisation document;;Archivage dématérialisation - 46396;;Compression données - 46213###Disque optique numérique - 46260###Dématérialisation marché public - 13210###Numérisation données - 46390###Transmission numérique - 24218;;;;;A0A1A0A1A0A0A0
46349;GESTION CONTENU ENTREPRISE;Gestion contenu entreprise;463 INFORMATION COMMUNICATION ;CMS - Content Management System###ECM - Enterprise Content Management###GED###GEID###gestion électronique document###gestion électronique information document;;Ingénierie documentaire - 46345;;Gestion contenu entreprise - 46349###Informatisation des processus - 31085###Logiciel gestion contenu entreprise - 72254;Vise à gérer l'ensemble des contenus d'une organisation. Il s'agit de prendre en compte, sous forme électronique, des informations qui ne sont pas structurées (courriers papier ou électroniques, contrats, mémos, compte-rendus, etc.), par opposition à celles déjà structurées dans les bases de données.;"Pour les formations à l'utilisation de logiciels de gestion de contenu, employer un descripteur de la liste LOGICIELS/OUTILS/APPLICATIONS/SERVICES
700.

";;;A0A1A0A1A1
46371;INFORMATIQUE DOCUMENTAIRE;Informatique documentaire;463 INFORMATION COMMUNICATION ;informatisation bibliothèque;;Ingénierie documentaire - 46345;;Informatique documentaire - 46371###Logiciel documentaire veille - 70554;;Employé pour les formations portant sur l'informatisation d'un fonds documentaire. Pour les formations à la connaissance et à l'utilisation de logiciels documentaires, employer un descripteur de la liste LOGICIELS/OUTILS/APPLICATIONS/SERVICES 700.;;;A0A1A0A1A2
46362;MARKETING DOCUMENTAIRE;Marketing documentaire;463 INFORMATION COMMUNICATION ;;;Ingénierie documentaire - 46345;;Marketing documentaire - 46362###Marketing sectoriel - 34071;Ensemble des techniques visant à connaître, prévoir et stimuler les besoins des utilisateurs à l'égard d'un service documentaire.;;;;A0A1A0A1A3
46346;RECHERCHE DOCUMENTAIRE;Recherche documentaire;463 INFORMATION COMMUNICATION ;interrogation banque données###interrogation base données###recherche iconographique###recherche information###recherche internet;recherchiste;Ingénierie documentaire - 46345;Veille - 46342;;;Employé pour les formations à la consultation des bases de données, l'identification de sources d'information, les techniques de recherche documentaire dans un secteur donné (juridique, économique...).;;;A0A1A0A1A4
46342;VEILLE;Veille;463 INFORMATION COMMUNICATION ;curation contenu###flux RSS###intelligence économique###really simple syndication###syndication de contenu###veille commerciale###veille documentaire###veille stratégique###veille technologique###économie de la connaissance;chargé de veille###chargée de veille###curateur contenu###curatrice contenu###veilleur stratégique###veilleuse stratégique;Recherche documentaire - 46346;;;Dispositif organisé de surveillance, collecte, traitement, diffusion et exploitation de l’information relative à un environnement déterminé (technologique, commercial…).;Employé pour les formations aux différentes formes de veille (stratégique, technologique, commerciale, juridique, sociale...).;;;A0A1A0A1A4A0
46363;RESEAU DOCUMENTAIRE;Réseau documentaire;463 INFORMATION COMMUNICATION ;;;Ingénierie documentaire - 46345;;;Ensemble d'unités documentaires associées géographiquement, par domaine ou par fonction, pour collaborer à des objectifs communs.;;;;A0A1A0A1A5
46395;LUDOTHEQUE;Ludothèque;463 INFORMATION COMMUNICATION ;;ludothécaire;Bibliothèque documentation - 46373;;;Endroit où l'on peut jouer ou emprunter des jeux ou des jouets, comme on emprunte des livres dans une bibliothèque.;Employé pour les formations à l'organisation et aux activités d'une ludothèque.;;;A0A1A0A2
46301;COMMUNICATION ENTREPRISE;Communication entreprise;463 INFORMATION COMMUNICATION ;communication des organisations###communication globale###communication organisationnelle###conseil communication entreprise###plan communication entreprise###stratégie communication 360°###stratégie communication entreprise;chargé de communication###chargée de communication###directeur communication###directrice communication###responsable communication;Information - Communication numérique - 46354;Communication externe - 46341###Communication interne - 46311###Communication événementielle - 46340###Diaporama - 46397###Gestion connaissances - 46317###Écriture informative - 46319;Communication entreprise - 46301###Gestion communication crise - 32037###Gestion des organisations - 32054###Secrétariat assistanat communication - 35013;;Employé pour les formations à la stratégie, aux outils et méthodes de communication interne et externe à l'usage de l'entreprise.;;;A0A1A1
46341;COMMUNICATION EXTERNE;Communication externe;463 INFORMATION COMMUNICATION ;communication corporate###communication institutionnelle###film entreprise###image entreprise###plan communication externe;responsable communication externe;Communication entreprise - 46301;Communication financière - 46315###Lobbyisme - 46314###Mécénat - 46312###Relation presse média - 46310###Relations publiques - 46355;;Ensemble des actions et des moyens de communication engagés par une entreprise pour promouvoir son image auprès de ses clients et différents partenaires.;Employé pour les formations dont l'objectif est de maîtriser les principaux aspects ainsi que les méthodes et outils de la communication externe.;;;A0A1A1A0
46315;COMMUNICATION FINANCIERE;Communication financière;463 INFORMATION COMMUNICATION ;;;Communication externe - 46341;;Communication financière - 46315###Gestion financière comptabilité - 32654###Marché financier - 41023;Activité d'information menée par une entreprise pour promouvoir son image financière dans le but d'attirer des investisseurs et des partenaires nécessaires à son développement.;Employé pour les formations dont l'objectif est de maîtriser les spécificités ainsi que les techniques et outils de la communication financière.;;;A0A1A1A0A0
46314;LOBBYISME;Lobbyisme;463 INFORMATION COMMUNICATION ;lobbying;lobbyiste;Communication externe - 46341;;;Action menée par un groupe de pression (lobby) dans le but d'influencer des institutions ou individus (le plus souvent les décideurs politiques) susceptibles de prendre des décisions qui pourraient nuire à ses intérêts, en général économiques.;Employé pour les formations à la conception et la mise en oeuvre d'une démarche de lobbyisme.;;;A0A1A1A0A1
46312;MECENAT;Mécénat;463 INFORMATION COMMUNICATION ;mécénat de compétences###mécénat sportif###parrainage###sponsoring###sponsoring sportif;;Communication externe - 46341;;;Soutien matériel ou financier apporté par une entreprise, sans contrepartie, à un organisme sans but lucratif pour l'exercice d'activités présentant un intérêt général.;Utilisé, par extension, pour les formations aux activités de parrainage et de sponsoring, qui elles peuvent faire l'objet d'une contrepartie.;;;A0A1A1A0A2
46310;RELATION PRESSE MEDIA;Relation presse média;463 INFORMATION COMMUNICATION ;communiqué presse###conférence presse###dossier presse###relation journaliste###relation média###service presse;attaché presse###attachée presse;Communication externe - 46341;;Expression média - 15003###Relation presse média - 46310;;Employé pour les formations à la connaissance des outils, des méthodes et de la stratégie à mettre en oeuvre pour communiquer efficacement avec la presse et les médias audiovisuels.;;;A0A1A1A0A3
46355;RELATIONS PUBLIQUES;Relations publiques;463 INFORMATION COMMUNICATION ;relations publiques digitales;chargé relations publiques###chargé relations publiques digitales###chargée relations publiques###chargée relations publiques digitales###responsable relations publiques digitales;Communication externe - 46341;;;Ensemble d'activités professionnelles dont l'objet est d'informer l'opinion sur les réalisations d'une organisation, de manière à promouvoir sa notoriété.;;;;A0A1A1A0A4
46311;COMMUNICATION INTERNE;Communication interne;463 INFORMATION COMMUNICATION ;plan communication interne;;Communication entreprise - 46301;Journal entreprise - 46313;;Ensemble des actions et des moyens de communication engagés par une entreprise pour diffuser l'information auprès de ses salariés et associés.;Employé pour les formations dont l'objectif est de maîtriser les principaux aspects ainsi que les méthodes et outils de la communication interne.;;;A0A1A1A1
46313;JOURNAL ENTREPRISE;Journal entreprise;463 INFORMATION COMMUNICATION ;journal interne###lettre entreprise###lettre information###publication entreprise;;Communication interne - 46311;;;;Employé pour les formations dont l'objectif est d'acquérir les connaissances nécessaires pour créer ou améliorer un journal ou une publication d'entreprise. Pour les formations concernant la réalisation d'une lettre d'information électronique, employer [[LETTRE ÉLECTRONIQUE]] 46304.;;;A0A1A1A1A0
46340;COMMUNICATION EVENEMENTIELLE;Communication événementielle;463 INFORMATION COMMUNICATION ;conception exposition###conception manifestation###conception événement###salon professionnel;chef projet événementiel###cheffe projet événementiel;Communication entreprise - 46301;;Communication événementielle - 46340###Gestion entreprise culturelle - 32096###Organisation événement - 42008###Étalage - 34519;Technique de communication basée sur la création d'événements voulus comme spectaculaires ou sortant de l'ordinaire dans le but d'attirer l'attention des médias, des clients et des salariés de l'entreprise.;Employé pour les formations à la conception et à l'organisation d'événements et manifestations internes ou externes adaptés à la stratégie de communication de l'entreprise (conférences, colloques, congrès, séminaires, salons professionnels, expositions, etc.). Pour les formations à l'organisation d'autres types d'événements, employer [[ORGANISATION ÉVÉNEMENT]] 42008 ou [[ORGANISATION MARIAGE]] 42009.;;;A0A1A1A2
46397;DIAPORAMA;Diaporama;463 INFORMATION COMMUNICATION ;mapping audiovisuel###préAO###présentation assistée par ordinateur;;Communication entreprise - 46301;;Diaporama - 46397###Logiciel PREAO - 70310;;Pour les formations de projection d'images numériques sur des éléments en relief (objets, bâtiments etc.), utiliser [[VIDEO MAPPING]] 46214.;;;A0A1A1A3
46317;GESTION CONNAISSANCES;Gestion connaissances;463 INFORMATION COMMUNICATION ;KM - Knowledge Management###management connaissances;gestionnaire connaissances###knowledge manager;Communication entreprise - 46301;;;Permet de créer, partager, utiliser et gérer les informations d'une entreprise. Il s'agit d'une approche multidisciplinaire qui permet à l'entreprise d'atteindre ses objectifs grâce à des informations accessibles à tous.;;;;A0A1A1A4
